id,run_id,observed_at_utc,seed_keyword,query_keyword,signal_type,locale_gl,language_hl,login_state,browser_profile,device_class,rank_position,raw_text,source_url,collector_version,notes
3219,778bd69e-28be-4185-9e59-f7eb85409716,2026-04-02T04:16:48.506115+00:00,unlimited data esim korea,unlimited data esim korea,autocomplete,us,en,logged_out,default_desktop,desktop,7,best unlimited data esim south korea,https://suggestqueries.google.com/complete/search?client=firefox&q=unlimited+data+esim+korea&hl=en&gl=us,0.1.0,seed|requests-suggest-endpoint-fallback
3220,778bd69e-28be-4185-9e59-f7eb85409716,2026-04-02T04:16:48.506115+00:00,unlimited data esim korea,unlimited data esim korea,autocomplete,us,en,logged_out,default_desktop,desktop,8,unlimited data esim japan and south korea,https://suggestqueries.google.com/complete/search?client=firefox&q=unlimited+data+esim+korea&hl=en&gl=us,0.1.0,seed|requests-suggest-endpoint-fallback
